"id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"chr1_778492_779012",50.1057614723897,-0.480149648598375,0.26727182761177,-1.79648432417585,0.0724175235933362,0.324949845385493
"chr1_827011_828034",71.5346385370673,-0.3046440310602,0.246076340382268,-1.23800618371904,0.215713767960313,0.534292080538662
"chr1_1115979_1116553",45.9813420952306,-0.375048930311516,0.270691812764029,-1.3855200365386,0.165893510150518,0.477496885484668
"chr1_1231797_1232397",35.6939591255126,-0.282540110560801,0.336110793668721,-0.840615998899696,0.400563092926615,0.692105459718143
"chr1_1307860_1308743",62.75734742874,-0.412551863836157,0.29114204553737,-1.41701231464077,0.156479327075488,0.464226319733051
"chr1_1375109_1375637",65.3453555855771,-0.0149783340537434,0.253527965256723,-0.0590796129278136,0.952888696800202,0.982188446844182
"chr1_1399118_1399766",40.7420514593368,-0.335352966515173,0.286418583505006,-1.17084919006072,0.241659401512568,0.556948522533961
"chr1_1407062_1407561",18.3502498911975,-0.679365484531496,0.46946645214135,-1.44710123893357,0.147868571094865,0.453309785821174
"chr1_1471430_1471929",20.2776704919822,0.00556568862776084,0.407272932954672,0.0136657464255801,0.989096651287738,0.997022216638607
"chr1_1511815_1512340",35.3959785865817,-0.327786007466751,0.314386003568,-1.04262277501757,0.297123036862313,0.608202818889425
"chr1_1574398_1575605",38.6994160665893,-0.569014847595938,0.329541847575521,-1.72668464348989,0.0842243150793205,0.348470686598126
"chr1_1615073_1615638",37.3540850105613,-0.303868342083152,0.302196808711819,-1.00553127406758,0.31464109813049,0.624773663200885
"chr1_1658512_1659322",59.0544254677747,-0.580387689620755,0.299778495666741,-1.93605511405983,0.0528609511727146,0.274765821227945
"chr1_1692320_1693714",87.2460890578985,-0.283356563069314,0.221267276359828,-1.28060763313467,0.200331517555226,0.517742709183547
"chr1_1724008_1724751",56.934957218977,0.13755954864748,0.262867664402656,0.523303423264602,0.600763119135755,0.822354951683376
"chr1_1745615_1746924",61.7098533645422,-0.487572174744186,0.257913171721967,-1.89045085014035,0.0586976880843961,0.291981805348014
"chr1_1763912_1764411",12.0787685967694,0.59577006186364,0.550557799080329,1.08212082883729,0.279198841731856,0.593095924940978
"chr1_1778710_1779209",19.874263186899,0.0800110759589833,0.420416616820985,0.190313781039374,0.84906325529412,0.941490194000041
"chr1_1919066_1919565",27.6684475042305,-0.218369727909332,0.348676846728125,-0.626281125226541,0.53113056427499,0.779386413820487
"chr1_2133022_2133674",40.3642498475668,-0.154425157999105,0.347140066433328,-0.444849710336631,0.656428367450859,0.855492477064047
"chr1_2189463_2189966",22.2239593921941,-0.665607164013915,0.38472955516544,-1.73006506798703,0.0836186504935225,0.347284988916191
"chr1_2227509_2228009",27.1201542710209,-0.22194664852343,0.354023797563949,-0.626925788748252,0.530707881820047,0.779164796599232
"chr1_2391301_2391957",57.2954805543814,-0.234510103022708,0.284102853024397,-0.825440858922209,0.409121346007768,0.698749845759297
"chr1_2412360_2412886",31.8326479154146,-0.352086471947688,0.330376844318091,-1.06571171074173,0.286553982195745,0.599310290020298
"chr1_2526052_2526885",17.5318202827344,-0.404445064670499,0.439565416748,-0.920102103715691,0.357519405130362,0.660460544628918
"chr1_2586262_2586761",24.3804052224623,-0.308286766555377,0.372514611777711,-0.827583017708148,0.407906689054771,0.698315605555028
"chr1_3624530_3625174",49.4533302433447,-0.658535735571106,0.275004009098175,-2.39464049171739,0.0166366685136425,0.144743988760209
"chr1_3796324_3796823",16.4734741950859,-0.72792603095876,0.451788476507072,-1.61120982231906,0.107133997673784,0.392310176157668
"chr1_3856937_3857630",49.5076634112138,-0.741501347205142,0.284346528961787,-2.60773834627955,0.00911425933942618,0.100776864446192
"chr1_3899806_3901594",107.827485925601,-0.820378708216788,0.20274081453609,-4.04644082196263,5.20022632935407e-05,0.00281420550148176
"chr1_5991993_5992813",82.2128222904602,-0.700960993114343,0.227787171333227,-3.07726281955061,0.00208911016958196,0.0397887501013683
"chr1_6026015_6026514",17.8067303585117,0.284871945879694,0.426499831319112,0.667929797295862,0.504178405878509,0.763356733121264
"chr1_6199402_6199926",32.6732982110467,-0.527714245741193,0.320284101713566,-1.64764420999308,0.099425702657818,0.378627385416119
"chr1_6393293_6393792",19.5876856955791,-0.148893336181057,0.424862568091724,-0.350450586526871,0.726000567834016,0.889838536197222
"chr1_6579622_6580233",32.12434695062,-0.310227239631323,0.313509677808809,-0.989530025993364,0.322403886686348,0.631419766927286
"chr1_6602491_6603027",28.5251641008904,-0.0888728373586615,0.346844135333493,-0.25623278096719,0.797771097775588,0.922458871125062
"chr1_6613063_6613877",60.0344676873764,-0.124407225715551,0.305817593798142,-0.406802055337822,0.68415337705236,0.870250358819019
"chr1_6701343_6702086",25.3372506085017,-0.222633909798004,0.371965413380934,-0.59853390070437,0.549483745736299,0.790861742031741
"chr1_6784302_6784801",29.1487763255135,0.375686646323377,0.379486206248821,0.989987620464517,0.322180169936782,0.631419766927286
"chr1_6784828_6785445",106.919076270311,-0.148039877766625,0.21249639906529,-0.696670053788253,0.486009303794054,0.75219721840174
"chr1_7478790_7479289",7.35680465226952,-1.7393039733927,0.861409950047464,-2.01913615381023,0.0434730700542197,0.247413302735493
"chr1_7771054_7771553",19.3377904096084,0.254917088890579,0.401855808012765,0.634349644344276,0.525852664592479,0.776708156510136
"chr1_7783909_7784408",16.5932590620476,0.0984483306507501,0.452394144423689,0.21761627966287,0.827728099129235,0.932500020539548
"chr1_7942217_7943092",24.8538197918073,-0.177346469073307,0.35359789533202,-0.501548429485937,0.61598520317451,0.832166687725864
"chr1_7954017_7954516",23.9643159337368,-0.331246663895278,0.379032743635552,-0.873926249004436,0.382158418784854,0.680622384975855
"chr1_7961233_7961972",60.853455390734,-0.39754376803111,0.252152426254197,-1.5766010025632,0.114887361936583,0.407498527920688
"chr1_8424409_8424977",11.7557018398068,-0.868804399282977,0.535441061280536,-1.62259576657267,0.104675846090287,0.388900598129741
"chr1_8525762_8526261",23.2018386293795,-0.0244790218142353,0.699629624110901,-0.0349885438961272,0.972088875927789,0.989898689247802
"chr1_8878436_8879086",58.4762330221524,-0.234276658188812,0.274750242104121,-0.852689542308135,0.393831491734448,0.688520958547327
"chr1_9275513_9276016",13.4261022569194,0.503947298975498,0.549645709683433,0.916858423703053,0.359216832975523,0.66206510753142
"chr1_9428707_9429283",40.7581365138727,-0.794675200643564,0.298301860086601,-2.66399679979488,0.00772182972926457,0.0911258911409658
"chr1_9539065_9539714",36.0407425822894,-0.606499840365362,0.302798430677293,-2.00298211258478,0.0451792084666693,0.252205149326782
"chr1_9539762_9540261",14.5103511092636,-0.320306968852112,0.462202384684937,-0.693001549679263,0.488308578989589,0.753478946771002
"chr1_9910079_9910825",54.535337192407,-0.493155117190072,0.251442168318978,-1.96130633332933,0.0498432989368411,0.266617959736381
"chr1_10032479_10033427",68.3397846833807,-0.537899863591204,0.232905465263555,-2.30952014364505,0.0209147352041236,0.164801218440844
"chr1_10210158_10210729",32.5679863866252,-0.435951419794148,0.318766050967936,-1.36762186082984,0.171430470053015,0.484430417937003
